gene_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00012950,0,3,1,1,0,0,0,1
ENSG00012951,2,0,0,0,3,1,1,0
ENSG00012952,0,2,1,1,1,0,0,0
ENSG00012953,128,159,80,97,214,195,205,191
ENSG00012954,76,59,50,39,63,116,115,93
ENSG00012955,164,580,188,368,141,422,610,857
ENSG00012956,6,11,5,2,1,1,7,2
ENSG00012957,95,101,101,45,44,47,85,123
ENSG00012958,34,41,3,37,42,54,34,47
ENSG00012959,75,123,39,60,60,138,41,75
ENSG00012960,49,135,51,42,74,56,105,64
ENSG00012961,586,603,392,700,609,760,206,708
ENSG00012962,884,532,1375,665,640,810,1240,470
ENSG00012963,12,7,22,8,11,27,15,3
ENSG00012964,1781,1674,1662,4132,1158,2093,3404,2072
ENSG00012965,12,42,36,71,31,36,20,27
ENSG00012966,24983,13986,19175,13332,14689,29951,16306,13822
ENSG00012967,197,185,105,439,359,202,265,293
ENSG00012968,1036,797,1388,1569,2087,1338,797,1658
ENSG00012969,80,101,95,58,51,46,67,101
ENSG00012970,56,80,182,99,101,37,130,143
ENSG00012971,1,0,0,0,0,1,0,3
ENSG00012972,2,17,19,13,31,21,8,10
ENSG00012973,1,0,1,2,0,4,0,1
ENSG00012974,242,526,817,634,785,344,906,646
ENSG00012975,5,9,4,4,4,13,9,14
ENSG00012976,8,15,9,6,10,20,5,6
ENSG00012977,191,253,405,310,270,466,321,424
ENSG00012978,1531,3057,1914,2410,1786,2371,2687,1999
ENSG00012979,2,2,1,1,1,1,5,3
ENSG00012980,2135,1818,1054,1313,1949,705,1017,1754
ENSG00012981,1,0,1,1,0,2,0,3
ENSG00012982,127,259,118,140,38,218,168,203
ENSG00012983,31,15,7,20,12,14,14,13
ENSG00012984,13,12,14,7,14,7,15,1
ENSG00012985,14,20,33,28,12,58,15,32
ENSG00012986,548,803,332,674,361,562,322,339
ENSG00012987,0,0,0,0,0,0,0,1
ENSG00012988,2,3,11,10,5,13,7,10
ENSG00012989,780,825,430,749,275,1270,405,1029
ENSG00012990,66,77,22,37,55,139,61,19
ENSG00012991,242,170,177,67,62,212,247,168
ENSG00012992,148,225,112,173,139,160,106,114
ENSG00012993,17,10,12,16,12,9,3,13
ENSG00012994,3151,4266,2643,1951,2472,4248,4834,3115
ENSG00012995,39,19,11,28,19,38,30,62
ENSG00012996,63,43,45,73,13,45,49,82
ENSG00012997,70702,56418,55429,52225,35610,49505,55817,63098
ENSG00012998,573,1073,724,304,807,1055,940,821
ENSG00012999,118,123,109,130,119,209,333,140
ENSG00013000,22,48,54,55,36,44,42,139
ENSG00013001,2607,3008,5685,5740,4084,4287,4670,7943
ENSG00013002,3704,3114,4206,4509,2506,3445,2727,5748
ENSG00013003,124,182,113,178,374,139,321,215
ENSG00013004,116,56,23,34,13,80,26,28
ENSG00013005,5,3,8,11,0,16,6,1
ENSG00013006,267,212,78,52,169,82,81,144
ENSG00013007,2242,3253,714,2517,1795,1829,3003,2131
ENSG00013008,8,35,10,5,18,32,24,52
ENSG00013009,0,1,0,0,0,5,0,0
ENSG00013010,43,52,33,52,51,95,73,31
ENSG00013011,9,5,2,11,2,4,35,30
ENSG00013012,3,1,1,1,0,1,1,0
ENSG00013013,1026,728,420,632,303,1051,879,1024
ENSG00013014,118,75,36,89,35,126,48,114
ENSG00013015,41178,77858,28006,32174,51981,42638,63704,51687
ENSG00013016,1459,2132,1336,2271,1098,981,950,1525
ENSG00013017,129,134,55,156,114,215,66,71
ENSG00013018,0,0,0,1,0,0,0,0
ENSG00013019,0,0,0,1,4,1,2,2
ENSG00013020,26,14,23,17,23,9,25,37
ENSG00013021,13,14,28,14,12,27,13,11
ENSG00013022,365,1068,668,777,962,592,331,656
ENSG00013023,3,5,0,1,0,1,1,1
ENSG00013024,430,171,287,360,363,396,419,164
ENSG00013025,98,140,119,113,118,138,138,272
ENSG00013026,113,389,353,241,238,206,138,103
ENSG00013027,90,64,63,53,61,103,77,95
ENSG00013028,1190,729,818,709,958,869,481,842
ENSG00013029,146,252,241,295,176,274,226,313
ENSG00013030,76,37,32,22,53,33,69,116
ENSG00013031,144,125,86,158,229,144,178,164
ENSG00013032,32,61,77,45,46,55,62,52
ENSG00013033,526,623,598,529,642,430,662,1128
ENSG00013034,35,21,31,34,17,56,28,23
ENSG00013035,4,0,1,2,5,3,1,2
ENSG00013036,1049,989,512,345,906,1106,457,565
ENSG00013037,1,1,2,6,1,1,2,1
ENSG00013038,26,7,7,5,10,2,18,34
ENSG00013039,5,22,5,5,2,13,4,7
ENSG00013040,20,12,3,5,4,6,14,5
ENSG00013041,13,24,21,15,65,20,32,30
ENSG00013042,46,41,42,85,29,139,75,39
ENSG00013043,733,1072,1100,724,604,910,728,740
ENSG00013044,11,12,15,21,39,53,21,43
ENSG00013045,114,42,148,86,144,124,167,145
ENSG00013046,1,1,2,0,0,0,0,0
ENSG00013047,5543,7243,3650,4123,3713,2262,4659,4624
ENSG00013048,0,0,1,1,1,2,0,1
ENSG00013049,16,20,23,21,26,15,14,15
ENSG00013050,150,84,42,15,52,161,68,234
ENSG00013051,905,1074,844,2514,2005,1079,1190,3289
ENSG00013052,1,2,0,1,5,5,2,4
ENSG00013053,191,334,179,234,258,325,279,294
ENSG00013054,11807,8888,5842,6921,4024,5041,10528,11068
ENSG00013055,167,85,151,101,109,105,161,142
ENSG00013056,1,0,0,2,2,0,0,1
ENSG00013057,877,1583,959,1113,583,822,1259,857
ENSG00013058,41,41,19,60,102,17,18,21
ENSG00013059,8,18,9,9,7,11,8,20
ENSG00013060,37,152,74,134,93,63,54,115
ENSG00013061,12,15,11,5,7,7,9,17
ENSG00013062,21,12,10,19,3,4,10,13
ENSG00013063,43,18,52,56,36,40,58,117
ENSG00013064,876,621,715,1659,1687,1132,2193,2059
ENSG00013065,116,183,172,126,164,183,179,132
ENSG00013066,13,9,10,3,6,10,8,15
ENSG00013067,9,14,8,7,8,7,7,8
ENSG00013068,5,1,2,5,4,2,1,4
ENSG00013069,3495,5471,1962,2829,2587,4712,4305,5055
ENSG00013070,6,16,11,5,24,10,17,19
ENSG00013071,152,273,44,105,87,95,110,119
ENSG00013072,7,0,6,3,4,2,2,3
ENSG00013073,0,0,0,1,0,0,0,0
ENSG00013074,1,0,0,0,0,1,2,0
ENSG00013075,2469,2287,2871,1852,2363,1910,2349,2442
ENSG00013076,81,202,85,119,69,119,41,132
ENSG00013077,13,5,9,3,3,12,3,15
ENSG00013078,113,150,119,186,251,139,80,315
ENSG00013079,2,0,1,1,1,0,0,1
ENSG00013080,359,507,505,349,473,435,85,349
ENSG00013081,1962,2320,2019,1853,2177,2550,1597,2729
ENSG00013082,198,168,86,328,318,482,376,340
ENSG00013083,6517,7143,8546,4342,7376,7580,8136,14085
ENSG00013084,583,480,468,302,493,605,385,700
ENSG00013085,317,522,85,324,312,281,624,559
ENSG00013086,14,15,9,18,7,24,18,1
ENSG00013087,56,69,14,25,90,100,60,64
ENSG00013088,1540,1586,934,1024,1512,1962,1162,423
ENSG00013089,18,15,14,25,6,27,9,5
ENSG00013090,7,37,8,49,23,27,33,60
ENSG00013091,3299,4322,2330,2001,3329,2212,2483,3015
ENSG00013092,32,45,20,79,43,140,37,134
ENSG00013093,3,11,5,8,23,1,18,9
ENSG00013094,13,25,8,7,14,27,5,20
ENSG00013095,14,11,7,8,12,11,31,20
ENSG00013096,67,145,96,120,34,48,34,101
ENSG00013097,0,0,0,3,2,0,3,0
ENSG00013098,2,0,0,5,2,5,4,4
ENSG00013099,456,325,428,754,622,696,596,614
ENSG00013100,213,353,357,272,406,588,364,389
ENSG00013101,8,1,2,3,5,6,3,1
ENSG00013102,37,52,28,62,37,27,21,69
ENSG00013103,7,1,7,6,3,11,2,0
ENSG00013104,229,146,87,139,294,376,188,162
ENSG00013105,48,9,9,7,7,20,60,46
ENSG00013106,69,205,145,114,52,112,64,121
ENSG00013107,7,19,8,6,14,5,18,24
ENSG00013108,37,15,36,19,35,10,4,25
ENSG00013109,974,1372,1230,1757,797,855,1010,1174
ENSG00013110,9,13,8,4,11,11,7,10
ENSG00013111,81,149,246,215,147,169,122,160
ENSG00013112,4929,4866,4812,7522,5588,2333,3432,6856
ENSG00013113,62,148,51,96,31,120,89,60
ENSG00013114,4,17,18,16,16,36,32,37
ENSG00013115,2,2,7,9,4,18,2,10
ENSG00013116,25,12,6,38,9,27,9,7
ENSG00013117,71,54,46,32,62,49,42,18
ENSG00013118,6,11,3,8,11,13,25,11
ENSG00013119,932,598,282,432,185,634,700,693
ENSG00013120,99,97,30,85,19,53,69,96
ENSG00013121,1329,2084,3691,4390,2089,4880,3593,2919
ENSG00013122,0,0,0,1,0,2,0,0
ENSG00013123,168,216,40,161,104,68,76,203
ENSG00013124,27,64,79,97,66,80,25,12
ENSG00013125,28,29,34,71,25,18,41,52
ENSG00013126,54,75,44,80,88,119,89,42
ENSG00013127,0,0,1,0,0,1,0,1
ENSG00013128,3,7,6,3,11,3,0,18
ENSG00013129,7,23,15,18,6,14,9,16
ENSG00013130,38,62,62,63,50,68,59,35
ENSG00013131,9,3,1,1,2,1,1,1
ENSG00013132,73,191,48,99,124,127,68,96
ENSG00013133,60,29,104,48,31,81,79,72
ENSG00013134,176,119,96,86,91,112,114,202
ENSG00013135,174,124,83,111,36,49,180,79
ENSG00013136,38,148,148,109,83,231,253,157
ENSG00013137,154,162,233,335,80,296,298,218
ENSG00013138,402,628,444,267,332,323,463,367
ENSG00013139,218,86,60,92,147,189,227,63
ENSG00013140,199,173,167,307,141,266,418,202
ENSG00013141,335,216,477,460,623,772,458,311
ENSG00013142,142,152,13,71,15,43,48,51
ENSG00013143,27,28,16,30,22,12,43,45
ENSG00013144,48,45,37,31,66,27,70,61
ENSG00013145,27670,21836,38830,34922,21797,40851,28903,64029
ENSG00013146,0,1,0,1,0,0,0,0
ENSG00013147,386,473,431,447,449,326,438,545
ENSG00013148,154,206,127,156,229,98,219,232
ENSG00013149,394,328,289,281,510,211,399,531
ENSG00013150,8,1,4,3,2,1,0,1
ENSG00013151,203,369,297,223,145,245,289,264
ENSG00013152,98,164,262,230,142,265,245,124
ENSG00013153,707,774,541,500,396,607,284,658
ENSG00013154,186,172,97,205,113,143,52,106
ENSG00013155,2,0,2,1,0,1,1,0
ENSG00013156,122,98,103,120,60,107,70,122
ENSG00013157,157,464,238,133,355,142,197,598
ENSG00013158,24,44,49,26,79,66,67,46
ENSG00013159,623,552,231,400,275,544,352,164
ENSG00013160,318,205,236,112,171,120,289,255
ENSG00013161,60,39,26,11,27,32,43,54
ENSG00013162,22,43,21,29,6,15,29,20
ENSG00013163,0,2,0,0,0,1,1,1
ENSG00013164,38,79,49,65,65,58,32,47
ENSG00013165,10037,4572,4862,4762,6606,7636,7256,9034
ENSG00013166,0,2,0,1,1,2,0,1
ENSG00013167,656,389,442,424,559,212,412,913
ENSG00013168,0,0,0,1,0,0,0,2
ENSG00013169,295,186,315,322,358,523,180,403
ENSG00013170,446,379,201,532,130,190,76,268
ENSG00013171,11,3,6,11,4,9,0,16
ENSG00013172,54,95,94,135,113,175,69,226
ENSG00013173,5,13,0,2,18,5,2,3
ENSG00013174,20,28,37,62,28,39,9,30
ENSG00013175,75,129,60,45,24,33,107,75
ENSG00013176,3769,2112,1187,1207,3025,4299,2345,2628
ENSG00013177,643,863,1031,1366,552,772,944,1712
ENSG00013178,5,1,0,1,4,4,0,0
ENSG00013179,130,191,159,80,370,426,225,248
ENSG00013180,8,10,3,2,5,5,24,6
ENSG00013181,15,29,16,52,31,48,34,45
ENSG00013182,34,94,86,118,118,134,81,51
ENSG00013183,3,9,12,8,11,11,5,11
ENSG00013184,97,127,162,142,124,192,56,253
ENSG00013185,194,414,245,79,317,161,408,633
ENSG00013186,958,831,367,937,371,913,463,782
ENSG00013187,1,5,5,7,1,4,3,9
ENSG00013188,23,25,16,21,27,25,11,25
ENSG00013189,92,53,27,100,50,168,63,58
ENSG00013190,14,34,26,23,13,7,26,13
ENSG00013191,3,19,16,13,11,4,4,2
ENSG00013192,26,17,6,10,25,6,23,37
ENSG00013193,678,152,145,373,128,524,285,433
ENSG00013194,288,549,275,733,196,383,570,502
ENSG00013195,32,28,26,36,45,54,97,92
ENSG00013196,166,41,89,236,164,204,289,188
ENSG00013197,2327,1122,862,1468,2806,960,712,1976
ENSG00013198,40,36,22,37,31,34,21,41
ENSG00013199,2,0,0,0,2,0,1,2
ENSG00013200,725,1084,1133,709,1009,1235,1366,1280
ENSG00013201,2942,2154,3179,3539,2160,2887,3014,5444
ENSG00013202,4073,3746,7941,4143,4983,9021,5811,10098
ENSG00013203,13,25,16,28,15,54,17,28
ENSG00013204,851,1456,966,965,650,883,1502,703
ENSG00013205,86,210,100,39,186,247,119,146
ENSG00013206,223,565,248,340,262,552,352,286
ENSG00013207,229,142,196,140,142,218,104,325
ENSG00013208,107,27,32,157,79,37,113,79
ENSG00013209,6,15,3,7,12,13,8,34
ENSG00013210,1465,2741,1446,1557,1707,1201,671,1409
ENSG00013211,148,135,135,229,151,207,166,135
ENSG00013212,351,1055,347,344,498,516,580,821
ENSG00013213,16,29,16,4,30,24,26,19
ENSG00013214,2,2,8,1,2,2,2,5
ENSG00013215,111,192,19,94,83,25,127,107
ENSG00013216,37,10,13,12,27,15,7,19
ENSG00013217,8,40,31,15,12,21,31,27
ENSG00013218,1701,972,1741,1166,967,905,601,793
ENSG00013219,15,23,33,36,15,19,25,32
ENSG00013220,532,235,359,279,411,366,223,611
ENSG00013221,2,5,2,12,5,11,6,5
ENSG00013222,6149,3225,3707,3601,2129,6596,5864,4027
ENSG00013223,36,99,53,149,21,128,22,115
ENSG00013224,38,129,62,137,132,111,107,95
ENSG00013225,518,725,206,434,264,890,488,543
ENSG00013226,33,48,35,79,29,19,14,41
ENSG00013227,237,162,112,282,119,264,145,177
ENSG00013228,19,22,24,51,4,13,35,22
ENSG00013229,42,48,32,87,11,70,53,73
ENSG00013230,252,272,486,199,167,258,199,409
ENSG00013231,308,236,106,219,273,399,136,199
ENSG00013232,391,367,400,534,416,442,273,318
ENSG00013233,423,1029,581,412,422,425,985,519
ENSG00013234,9,33,30,36,28,7,22,35
ENSG00013235,2706,3585,1496,1574,1921,3891,1743,2676
ENSG00013236,1,0,0,3,1,0,0,2
ENSG00013237,20,76,80,53,49,81,150,74
ENSG00013238,18,40,42,56,23,46,70,44
ENSG00013239,9,7,4,36,20,7,17,15
ENSG00013240,511,275,306,627,296,270,216,234
ENSG00013241,106,119,96,134,245,109,117,216
ENSG00013242,2,0,0,1,0,0,1,0
ENSG00013243,0,0,0,1,0,0,3,1
ENSG00013244,1,1,0,3,1,0,4,0
ENSG00013245,26,24,18,56,37,12,16,18
ENSG00013246,376,379,382,785,442,432,437,417
ENSG00013247,148,140,188,107,101,230,75,273
ENSG00013248,268,148,206,72,127,216,83,114
ENSG00013249,93,137,71,37,60,80,52,54
ENSG00013250,447,594,410,944,497,1152,219,812
ENSG00013251,3831,11028,6537,3742,3475,10082,6219,6992
ENSG00013252,0,1,0,1,0,0,0,4
ENSG00013253,2715,5013,4876,8009,1832,7895,3605,6952
ENSG00013254,1695,3583,1468,1853,1857,4190,3366,3768
ENSG00013255,11,8,10,9,4,8,5,2
ENSG00013256,46,59,10,5,24,27,37,34
ENSG00013257,875,348,410,920,851,963,656,1116
ENSG00013258,603,619,454,269,494,721,450,501
ENSG00013259,16,96,75,69,104,123,88,216
ENSG00013260,694,391,428,173,803,546,370,570
ENSG00013261,4024,1982,1071,1347,2518,2612,1646,2581
ENSG00013262,938,695,572,1585,716,824,613,841
ENSG00013263,7,3,10,3,11,7,2,15
ENSG00013264,933,1072,1116,850,1119,739,842,1048
ENSG00013265,978,1418,1692,1857,1039,1981,882,1399
ENSG00013266,4,16,4,9,6,3,3,8
ENSG00013267,1,4,1,1,3,7,1,1
ENSG00013268,40,28,53,42,14,36,11,31
ENSG00013269,81,65,210,53,193,88,105,94
ENSG00013270,770,933,1138,1023,916,599,405,569
ENSG00013271,20,9,19,15,26,19,55,29
ENSG00013272,21,36,14,17,20,26,16,12
ENSG00013273,30,41,97,6,70,83,76,41
ENSG00013274,1475,754,1428,975,563,952,535,1423
ENSG00013275,239,190,608,372,286,235,815,251
ENSG00013276,36,36,11,37,38,13,30,65
ENSG00013277,10,18,17,26,15,20,6,15
ENSG00013278,876,812,529,938,741,968,820,2074
ENSG00013279,337,228,273,243,417,500,222,241
ENSG00013280,679,1422,382,451,638,975,594,1533
ENSG00013281,0,1,2,0,1,1,0,1
ENSG00013282,16,5,8,3,3,2,9,16
ENSG00013283,211,185,269,536,187,503,162,386
ENSG00013284,1001,1064,1127,991,912,672,1286,1217
ENSG00013285,128,256,388,234,308,314,70,341
ENSG00013286,25,38,40,50,41,39,36,33
ENSG00013287,87,65,33,104,44,53,61,11
ENSG00013288,1619,3608,2663,2605,2718,1812,1888,2045
ENSG00013289,58,166,117,158,79,232,266,182
ENSG00013290,13,16,5,19,22,18,3,13
ENSG00013291,2,1,0,1,1,2,0,3
ENSG00013292,346,465,214,402,613,663,301,606
ENSG00013293,0,0,1,0,0,0,0,2
ENSG00013294,13,4,10,6,5,8,4,8
ENSG00013295,1,4,3,3,9,3,1,3
ENSG00013296,2,14,6,2,12,1,2,3
ENSG00013297,1015,422,309,1684,1221,852,615,1269
ENSG00013298,10,5,1,6,1,9,4,4
ENSG00013299,9,6,10,2,2,0,6,3
ENSG00013300,383,575,890,399,1097,900,562,1027
ENSG00013301,30,42,41,39,44,69,82,86
ENSG00013302,28,12,28,36,10,20,6,55
ENSG00013303,1,2,0,1,0,1,4,5
ENSG00013304,32,44,61,73,34,25,44,173
ENSG00013305,65,67,91,57,19,52,110,85
ENSG00013306,89125,117692,131713,129207,132921,104239,154039,95469
ENSG00013307,4309,6345,2928,4146,6014,8902,5640,6568
ENSG00013308,13,71,21,65,20,16,32,40
ENSG00013309,1548,1230,2615,1379,2944,3932,2098,4599
ENSG00013310,3,9,4,3,2,4,2,1
ENSG00013311,50,40,15,26,23,3,31,58
ENSG00013312,4,20,41,10,25,34,11,27
ENSG00013313,0,0,0,1,1,0,0,0
ENSG00013314,31,33,20,10,17,14,72,37
ENSG00013315,23,17,24,9,18,74,57,100
ENSG00013316,0,3,4,3,5,4,4,1
ENSG00013317,0,0,0,3,0,0,1,2
ENSG00013318,23,86,67,103,83,41,28,46
ENSG00013319,8,1,1,10,11,9,2,0
ENSG00013320,167,221,187,200,74,235,160,82
ENSG00013321,240,222,324,601,547,228,400,284
ENSG00013322,815,1694,479,1588,493,1528,903,2125
ENSG00013323,89,139,95,45,171,139,93,158
ENSG00013324,2,8,2,6,0,4,12,2
ENSG00013325,1130,970,1125,1348,1507,2010,704,1419
ENSG00013326,78,84,38,118,41,136,86,138
ENSG00013327,8,14,3,10,4,5,8,10
ENSG00013328,10,17,6,13,12,4,4,23
ENSG00013329,4411,6566,5295,4558,4825,5091,3092,6084
ENSG00013330,627,500,894,564,313,192,394,898
ENSG00013331,0,0,2,2,0,2,1,1
ENSG00013332,13706,25951,12990,23793,13865,20366,14289,10274
ENSG00013333,15878,9574,9357,11901,8976,8008,6378,8166
ENSG00013334,42,15,39,35,36,15,28,25
ENSG00013335,235,678,199,583,314,119,618,376
ENSG00013336,165,47,91,71,93,96,157,171
ENSG00013337,8,3,12,13,5,5,11,22
ENSG00013338,39,60,21,65,72,77,39,14
ENSG00013339,59,52,61,16,66,9,24,37
ENSG00013340,4,12,6,10,3,16,3,9
ENSG00013341,64,311,112,241,153,139,114,142
ENSG00013342,3592,3587,1541,3935,3624,4720,3242,2627
ENSG00013343,1520,609,1286,900,1251,1367,1028,1829
ENSG00013344,15,5,2,2,3,9,5,6
ENSG00013345,9,14,14,16,1,9,12,24
ENSG00013346,298,621,255,331,704,650,496,666
ENSG00013347,448,336,333,496,278,434,414,539
ENSG00013348,9,3,16,7,8,15,5,3
ENSG00013349,28,41,21,16,9,22,14,42
ENSG00013350,65,119,48,105,17,83,55,93
ENSG00013351,27,10,13,2,7,19,23,11
ENSG00013352,25,13,8,6,24,18,7,13
ENSG00013353,146,65,59,40,85,80,67,157
ENSG00013354,805,499,723,616,243,396,632,604
ENSG00013355,10993,16653,13724,15170,14402,15004,14165,10620
ENSG00013356,6,9,26,4,3,11,6,12
ENSG00013357,530,865,588,570,775,414,1110,1113
ENSG00013358,130,221,42,260,121,111,108,196
ENSG00013359,10,10,8,9,20,14,20,13
ENSG00013360,112,93,87,183,151,186,108,185
ENSG00013361,7,18,44,33,21,9,27,36
ENSG00013362,18074,55058,37994,41914,62230,30272,56931,38437
ENSG00013363,5221,4091,5023,3724,3918,4047,5454,2420
ENSG00013364,8,27,1,3,7,2,3,11
ENSG00013365,0,1,1,2,1,0,0,0
ENSG00013366,20,19,8,18,13,1,10,17
ENSG00013367,8999,7658,4807,8071,6994,13404,12097,15752
ENSG00013368,460,401,404,237,500,265,253,220
ENSG00013369,2564,2087,1703,1046,1608,1163,536,1356
ENSG00013370,71,71,62,139,167,67,128,106
ENSG00013371,64,110,40,65,56,68,87,140
ENSG00013372,61,41,91,23,60,86,52,96
ENSG00013373,2423,3904,900,2869,1924,3215,1105,2403
ENSG00013374,0,4,0,4,7,2,10,5
ENSG00013375,106,108,116,116,72,176,290,47
ENSG00013376,2,0,7,4,1,0,2,7
ENSG00013377,117,117,94,199,139,44,201,160
ENSG00013378,146,286,252,172,246,170,113,389
ENSG00013379,41,49,22,42,25,46,35,75
ENSG00013380,76,81,31,66,52,53,54,33
ENSG00013381,83,55,47,43,97,36,102,58
ENSG00013382,137,246,173,339,321,466,292,288
ENSG00013383,377,495,431,142,334,1021,499,407
ENSG00013384,441,480,225,310,338,342,480,526
ENSG00013385,9387,12255,7731,4276,15301,13776,6641,9418
ENSG00013386,87,269,115,84,155,85,148,212
ENSG00013387,72,116,183,75,156,162,72,186
ENSG00013388,96,147,143,82,125,99,95,127
ENSG00013389,323,240,419,335,405,565,338,881
ENSG00013390,19,9,23,39,20,38,26,52
ENSG00013391,39,2,17,12,4,65,7,20
ENSG00013392,11,9,18,29,17,25,14,16
ENSG00013393,224,134,218,269,259,218,182,214
ENSG00013394,27,31,27,9,22,19,31,21
ENSG00013395,1947,3470,2953,4118,3416,4071,2387,4629
ENSG00013396,40,29,15,73,34,34,78,67
ENSG00013397,17,11,3,4,2,2,2,5
ENSG00013398,10,16,14,15,17,7,13,24
ENSG00013399,7,3,6,3,0,5,1,4
ENSG00013400,67,100,75,73,45,158,74,123
ENSG00013401,1132,811,886,1077,1300,981,1121,893
ENSG00013402,14,39,25,37,14,29,41,56
ENSG00013403,3,2,2,8,4,2,1,5
ENSG00013404,12,12,9,3,7,9,11,22
ENSG00013405,594,1131,260,353,275,452,342,707
ENSG00013406,1018,835,344,1165,977,703,684,1049
ENSG00013407,1712,3201,1529,2033,2225,2286,1720,1656
ENSG00013408,565,532,343,936,368,765,457,543
ENSG00013409,64,85,49,59,75,33,51,40
ENSG00013410,592,601,1174,522,484,666,462,531
ENSG00013411,60,29,14,45,71,63,33,27
ENSG00013412,508,569,475,310,239,439,604,615
ENSG00013413,97,170,92,125,127,67,116,118
ENSG00013414,15,96,33,26,33,54,31,29
ENSG00013415,300,301,132,189,257,387,279,247
ENSG00013416,2,5,1,2,0,4,3,4
ENSG00013417,1700,918,1087,1035,2000,1183,674,1602
ENSG00013418,130,84,28,203,111,104,87,195
ENSG00013419,3,22,11,15,0,7,17,12
ENSG00013420,129,146,117,102,148,67,105,164
ENSG00013421,128,275,135,153,185,225,124,316
ENSG00013422,299,307,910,348,292,514,401,475
ENSG00013423,125,119,292,190,208,299,187,317
ENSG00013424,347,245,205,427,220,290,237,310
ENSG00013425,38,52,7,28,16,25,9,14
ENSG00013426,268,312,470,302,135,267,582,292
ENSG00013427,30,20,12,50,5,29,33,24
ENSG00013428,11,6,11,21,20,14,40,13
ENSG00013429,16,61,66,13,37,26,51,64
ENSG00013430,4313,3434,4674,6717,3041,5229,3387,1575
ENSG00013431,49,87,174,134,123,67,125,209
ENSG00013432,1082,826,590,540,748,951,678,730
ENSG00013433,15,12,2,11,3,13,18,6
ENSG00013434,25,11,14,15,9,12,2,8
ENSG00013435,15,67,8,36,8,10,22,39
ENSG00013436,2025,2855,1635,1581,2422,1987,2628,3177
ENSG00013437,5,6,3,0,3,5,5,6
ENSG00013438,113,75,31,81,42,143,54,104
ENSG00013439,2080,1267,2101,1034,2095,1641,1731,1480
ENSG00013440,6,1,19,61,10,68,27,26
ENSG00013441,2,2,0,0,1,9,3,3
ENSG00013442,1747,2222,2350,638,1469,2211,2175,1228
ENSG00013443,97,286,132,126,173,173,174,212
ENSG00013444,77,338,248,263,331,316,269,228
ENSG00013445,0,0,1,2,1,0,5,2
ENSG00013446,4,1,4,1,2,3,17,0
ENSG00013447,0,0,1,0,1,0,1,0
ENSG00013448,2105,3389,3134,2391,2079,2790,1279,3281
ENSG00013449,73,135,94,59,72,81,80,72
ENSG00013450,118,350,111,168,256,133,106,283
ENSG00013451,118,46,44,78,61,53,148,85
ENSG00013452,66,134,65,42,28,46,32,44
ENSG00013453,9,5,11,13,7,16,8,28
ENSG00013454,577,249,210,157,240,298,284,338
ENSG00013455,0,0,0,0,0,0,1,1
ENSG00013456,8,6,5,20,7,12,4,2
ENSG00013457,1178,1596,921,891,657,604,432,450
ENSG00013458,194,86,202,60,102,152,192,260
ENSG00013459,196,1184,791,794,868,790,799,859
ENSG00013460,0,1,0,0,4,1,1,0
ENSG00013461,398,416,98,367,647,105,232,349
ENSG00013462,1,1,0,0,2,0,1,1
ENSG00013463,16,73,33,32,12,59,35,33
ENSG00013464,0,1,0,0,0,0,2,0
ENSG00013465,408,526,401,501,630,477,259,489
ENSG00013466,13,9,26,17,7,25,14,22
ENSG00013467,738,1405,1595,1131,1425,1829,1108,1831
ENSG00013468,2,0,1,1,0,1,1,0
ENSG00013469,11,5,4,4,4,12,3,6
ENSG00013470,16,27,21,17,22,9,12,24
ENSG00013471,4,1,0,0,1,2,1,3
ENSG00013472,2005,844,2439,693,2094,1017,2524,2170
ENSG00013473,55,50,71,68,97,106,52,26
ENSG00013474,2,7,9,12,7,17,14,8
ENSG00013475,10846,8605,21789,20918,15942,10742,5593,17215
ENSG00013476,25,8,14,11,4,15,9,2
ENSG00013477,36,41,46,15,19,44,31,19
ENSG00013478,1407,2335,997,711,1750,1061,1156,2204
ENSG00013479,127,460,117,257,143,270,107,132
ENSG00013480,472,214,278,381,164,555,363,353
ENSG00013481,57,51,43,107,47,99,81,46
ENSG00013482,0,0,0,3,0,0,0,1
ENSG00013483,0,0,0,1,0,1,0,3
ENSG00013484,179,122,84,103,303,89,95,40
ENSG00013485,944,1115,1134,2015,1430,1124,990,1277
ENSG00013486,10271,5402,3309,6571,8608,12862,4576,5143
ENSG00013487,65,25,29,43,12,42,60,92
ENSG00013488,171,323,355,225,161,145,188,186
ENSG00013489,36,47,5,27,19,32,40,70
ENSG00013490,20,81,55,102,95,66,35,90
ENSG00013491,171,218,138,167,214,132,125,221
ENSG00013492,1292,1474,878,949,1115,614,1244,1425
ENSG00013493,43,44,45,50,27,22,54,153
ENSG00013494,31,54,23,14,50,40,17,35
ENSG00013495,529,217,115,365,330,287,122,464
ENSG00013496,282,195,167,98,149,148,181,122
ENSG00013497,5830,2833,2292,3357,2277,3348,1995,4322
ENSG00013498,137,78,183,182,294,232,322,408
ENSG00013499,420,360,369,523,229,237,306,203
ENSG00013500,1,9,13,4,4,5,4,4
ENSG00013501,2,4,2,6,2,2,2,5
